"indice_tiempo","provincia_de_destino","pais_de_residencia","destinos_visitados","turistas_no_residentes","pernoctes_no_residentes_en_provincia","pernoctes_no_residentes_en_pais","casos_muestrales","observaciones"
2022-04-01,"Tierra del Fuego","EE.UU y Canadá","Provincia y resto",2183,12250,34462,13,NA
2022-04-01,"Tierra del Fuego","EE.UU y Canadá","Solo provincia",0,0,0,0,NA
2022-04-01,"Tierra del Fuego","EE.UU y Canadá","Solo resto",18659,0,473032,178,NA
2022-04-01,"Tierra del Fuego","Europa","Provincia y resto",1717,6344,48589,23,NA
2022-04-01,"Tierra del Fuego","Europa","Solo provincia",0,0,0,0,NA
2022-04-01,"Tierra del Fuego","Europa","Solo resto",30818,0,926523,417,NA
2022-04-01,"Tierra del Fuego","Paraguay","Provincia y resto",0,0,0,0,NA
2022-04-01,"Tierra del Fuego","Paraguay","Solo provincia",0,0,0,0,NA
2022-04-01,"Tierra del Fuego","Paraguay","Solo resto",2639,0,21940,51,NA
2022-04-01,"Tierra del Fuego","Resto América","Provincia y resto",302,770,7200,6,NA
2022-04-01,"Tierra del Fuego","Resto América","Solo provincia",0,0,0,0,NA
2022-04-01,"Tierra del Fuego","Resto América","Solo resto",18966,0,391739,392,NA
2022-04-01,"Tierra del Fuego","Resto del Mundo","Provincia y resto",110,550,2200,1,NA
2022-04-01,"Tierra del Fuego","Resto del Mundo","Solo provincia",0,0,0,0,NA
2022-04-01,"Tierra del Fuego","Resto del Mundo","Solo resto",3556,0,75426,36,NA
2022-04-01,"Tierra del Fuego","Uruguay","Provincia y resto",84,504,588,2,NA
2022-04-01,"Tierra del Fuego","Uruguay","Solo provincia",0,0,0,0,NA
2022-04-01,"Tierra del Fuego","Uruguay","Solo resto",1902,0,11672,42,NA
2022-04-01,"Tucuman","Bolivia","Provincia y resto",0,0,0,0,NA
2022-04-01,"Tucuman","Bolivia","Solo provincia",0,0,0,0,NA
2022-04-01,"Tucuman","Bolivia","Solo resto",3534,0,42849,122,NA
2022-04-01,"Tucuman","Brasil","Provincia y resto",64,192,448,1,NA
2022-04-01,"Tucuman","Brasil","Solo provincia",0,0,0,0,NA
2022-04-01,"Tucuman","Brasil","Solo resto",26812,0,243033,418,NA
2022-04-01,"Tucuman","Chile","Provincia y resto",52,156,3172,1,NA
2022-04-01,"Tucuman","Chile","Solo provincia",0,0,0,0,NA
2022-04-01,"Tucuman","Chile","Solo resto",12016,0,98171,228,NA
2022-04-01,"Tucuman","EE.UU y Canadá","Provincia y resto",97,291,1067,1,NA
2022-04-01,"Tucuman","EE.UU y Canadá","Solo provincia",0,0,0,0,NA
2022-04-01,"Tucuman","EE.UU y Canadá","Solo resto",20745,0,506427,190,NA
2022-04-01,"Tucuman","Europa","Provincia y resto",207,4485,12765,3,NA
2022-04-01,"Tucuman","Europa","Solo provincia",156,4680,4680,2,NA
2022-04-01,"Tucuman","Europa","Solo resto",32172,0,957667,435,NA
2022-04-01,"Tucuman","Paraguay","Provincia y resto",0,0,0,0,NA
2022-04-01,"Tucuman","Paraguay","Solo provincia",0,0,0,0,NA
2022-04-01,"Tucuman","Paraguay","Solo resto",2639,0,21940,51,NA
2022-04-01,"Tucuman","Resto América","Provincia y resto",146,386,1438,3,NA
2022-04-01,"Tucuman","Resto América","Solo provincia",52,416,416,1,NA
2022-04-01,"Tucuman","Resto América","Solo resto",19070,0,397085,394,NA
2022-04-01,"Tucuman","Resto del Mundo","Provincia y resto",0,0,0,0,NA
2022-04-01,"Tucuman","Resto del Mundo","Solo provincia",0,0,0,0,NA
2022-04-01,"Tucuman","Resto del Mundo","Solo resto",3666,0,77626,37,NA
2022-04-01,"Tucuman","Uruguay","Provincia y resto",53,53,212,1,NA
2022-04-01,"Tucuman","Uruguay","Solo provincia",0,0,0,0,NA
2022-04-01,"Tucuman","Uruguay","Solo resto",1933,0,12048,43,NA
2022-05-01,"Buenos Aires","Bolivia","Provincia y resto",232,2426,4182,9,NA
2022-05-01,"Buenos Aires","Bolivia","Solo provincia",168,2952,2952,6,NA
2022-05-01,"Buenos Aires","Bolivia","Solo resto",3148,0,39664,113,NA
2022-05-01,"Buenos Aires","Brasil","Provincia y resto",310,4526,7502,5,NA
2022-05-01,"Buenos Aires","Brasil","Solo provincia",1670,46505,46505,27,NA
2022-05-01,"Buenos Aires","Brasil","Solo resto",28425,0,248564,460,NA
2022-05-01,"Buenos Aires","Chile","Provincia y resto",753,4838,16406,11,NA
2022-05-01,"Buenos Aires","Chile","Solo provincia",1906,18770,18770,28,NA
2022-05-01,"Buenos Aires","Chile","Solo resto",14058,0,91267,206,NA
2022-05-01,"Buenos Aires","EE.UU y Canadá","Provincia y resto",2763,14853,41977,32,NA
2022-05-01,"Buenos Aires","EE.UU y Canadá","Solo provincia",2249,48906,48906,27,NA
2022-05-01,"Buenos Aires","EE.UU y Canadá","Solo resto",11004,0,173437,132,NA
2022-05-01,"Buenos Aires","Europa","Provincia y resto",2217,32730,89925,43,NA
2022-05-01,"Buenos Aires","Europa","Solo provincia",2912,82421,82421,56,NA
2022-05-01,"Buenos Aires","Europa","Solo resto",14876,0,480989,281,NA
2022-05-01,"Buenos Aires","Paraguay","Provincia y resto",56,112,280,1,NA
2022-05-01,"Buenos Aires","Paraguay","Solo provincia",377,3577,3577,7,NA
2022-05-01,"Buenos Aires","Paraguay","Solo resto",2199,0,12861,44,NA
2022-05-01,"Buenos Aires","Resto América","Provincia y resto",1551,19802,39706,26,NA
2022-05-01,"Buenos Aires","Resto América","Solo provincia",2164,73440,73440,35,NA
2022-05-01,"Buenos Aires","Resto América","Solo resto",15731,0,280897,267,NA
2022-05-01,"Buenos Aires","Resto del Mundo","Provincia y resto",675,9077,20667,6,NA
2022-05-01,"Buenos Aires","Resto del Mundo","Solo provincia",277,13860,13860,2,NA
2022-05-01,"Buenos Aires","Resto del Mundo","Solo resto",1956,0,69459,15,NA
2022-05-01,"Buenos Aires","Uruguay","Provincia y resto",0,0,0,0,NA
2022-05-01,"Buenos Aires","Uruguay","Solo provincia",158,363,363,4,NA
2022-05-01,"Buenos Aires","Uruguay","Solo resto",1700,0,9992,40,NA
2022-05-01,"Caba","Bolivia","Provincia y resto",208,1480,3282,8,NA
2022-05-01,"Caba","Bolivia","Solo provincia",2680,32416,32416,97,NA
2022-05-01,"Caba","Bolivia","Solo resto",660,0,11100,23,NA
2022-05-01,"Caba","Brasil","Provincia y resto",3524,28706,53922,57,NA
2022-05-01,"Caba","Brasil","Solo provincia",21684,167139,167139,351,NA
2022-05-01,"Caba","Brasil","Solo resto",5197,0,81510,84,NA
2022-05-01,"Caba","Chile","Provincia y resto",1025,11140,18514,15,NA
2022-05-01,"Caba","Chile","Solo provincia",12834,74811,74811,188,NA
2022-05-01,"Caba","Chile","Solo resto",2858,0,33118,42,NA
2022-05-01,"Caba","EE.UU y Canadá","Provincia y resto",2318,29605,47401,28,NA
2022-05-01,"Caba","EE.UU y Canadá","Solo provincia",6559,74320,74320,80,NA
2022-05-01,"Caba","EE.UU y Canadá","Solo resto",7139,0,142599,83,NA
2022-05-01,"Caba","Europa","Provincia y resto",5135,85040,195054,98,NA
2022-05-01,"Caba","Europa","Solo provincia",7222,163379,163379,135,NA
2022-05-01,"Caba","Europa","Solo resto",7648,0,294902,147,NA
2022-05-01,"Caba","Paraguay","Provincia y resto",267,966,1812,5,NA
2022-05-01,"Caba","Paraguay","Solo provincia",1832,10349,10349,37,NA
2022-05-01,"Caba","Paraguay","Solo resto",533,0,4557,10,NA
2022-05-01,"Caba","Resto América","Provincia y resto",4834,48379,89177,84,NA
2022-05-01,"Caba","Resto América","Solo provincia",10058,184428,184428,169,NA
2022-05-01,"Caba","Resto América","Solo resto",4554,0,120438,75,NA
2022-05-01,"Caba","Resto del Mundo","Provincia y resto",1326,38695,55965,11,NA
2022-05-01,"Caba","Resto del Mundo","Solo provincia",652,11930,11930,5,NA
2022-05-01,"Caba","Resto del Mundo","Solo resto",930,0,36091,7,NA
2022-05-01,"Caba","Uruguay","Provincia y resto",113,320,697,3,NA
2022-05-01,"Caba","Uruguay","Solo provincia",1138,6093,6093,25,NA
2022-05-01,"Caba","Uruguay","Solo resto",607,0,3565,16,NA
2022-05-01,"Catamarca","Bolivia","Provincia y resto",0,0,0,0,NA
2022-05-01,"Catamarca","Bolivia","Solo provincia",0,0,0,0,NA
2022-05-01,"Catamarca","Bolivia","Solo resto",3548,0,46798,128,NA
2022-05-01,"Catamarca","Brasil","Provincia y resto",0,0,0,0,NA
2022-05-01,"Catamarca","Brasil","Solo provincia",0,0,0,0,NA
2022-05-01,"Catamarca","Brasil","Solo resto",30405,0,302571,492,NA
2022-05-01,"Catamarca","Chile","Provincia y resto",0,0,0,0,NA
2022-05-01,"Catamarca","Chile","Solo provincia",0,0,0,0,NA
2022-05-01,"Catamarca","Chile","Solo resto",16717,0,126443,245,NA
2022-05-01,"Catamarca","EE.UU y Canadá","Provincia y resto",0,0,0,0,NA
2022-05-01,"Catamarca","EE.UU y Canadá","Solo provincia",0,0,0,0,NA
2022-05-01,"Catamarca","EE.UU y Canadá","Solo resto",16016,0,264320,191,NA
2022-05-01,"Catamarca","Europa","Provincia y resto",210,2517,8721,4,NA
2022-05-01,"Catamarca","Europa","Solo provincia",0,0,0,0,NA
2022-05-01,"Catamarca","Europa","Solo resto",19795,0,644614,376,NA
2022-05-01,"Catamarca","Paraguay","Provincia y resto",0,0,0,0,NA
2022-05-01,"Catamarca","Paraguay","Solo provincia",0,0,0,0,NA
2022-05-01,"Catamarca","Paraguay","Solo resto",2632,0,16718,52,NA
2022-05-01,"Catamarca","Resto América","Provincia y resto",0,0,0,0,NA
2022-05-01,"Catamarca","Resto América","Solo provincia",64,384,384,1,NA
2022-05-01,"Catamarca","Resto América","Solo resto",19382,0,393659,327,NA
2022-05-01,"Catamarca","Resto del Mundo","Provincia y resto",0,0,0,0,NA
2022-05-01,"Catamarca","Resto del Mundo","Solo provincia",0,0,0,0,NA
2022-05-01,"Catamarca","Resto del Mundo","Solo resto",2908,0,103986,23,NA
2022-05-01,"Catamarca","Uruguay","Provincia y resto",0,0,0,0,NA
2022-05-01,"Catamarca","Uruguay","Solo provincia",46,506,506,1,NA
2022-05-01,"Catamarca","Uruguay","Solo resto",1812,0,9849,43,NA
2022-05-01,"Chaco","Bolivia","Provincia y resto",0,0,0,0,NA
2022-05-01,"Chaco","Bolivia","Solo provincia",0,0,0,0,NA
2022-05-01,"Chaco","Bolivia","Solo resto",3548,0,46798,128,NA
2022-05-01,"Chaco","Brasil","Provincia y resto",0,0,0,0,NA
2022-05-01,"Chaco","Brasil","Solo provincia",0,0,0,0,NA
2022-05-01,"Chaco","Brasil","Solo resto",30405,0,302571,492,NA
2022-05-01,"Chaco","Chile","Provincia y resto",0,0,0,0,NA
2022-05-01,"Chaco","Chile","Solo provincia",0,0,0,0,NA
2022-05-01,"Chaco","Chile","Solo resto",16717,0,126443,245,NA
2022-05-01,"Chaco","EE.UU y Canadá","Provincia y resto",0,0,0,0,NA
2022-05-01,"Chaco","EE.UU y Canadá","Solo provincia",0,0,0,0,NA
2022-05-01,"Chaco","EE.UU y Canadá","Solo resto",16016,0,264320,191,NA
2022-05-01,"Chaco","Europa","Provincia y resto",153,2499,3468,3,NA
2022-05-01,"Chaco","Europa","Solo provincia",0,0,0,0,NA
2022-05-01,"Chaco","Europa","Solo resto",19852,0,649867,377,NA
2022-05-01,"Chaco","Paraguay","Provincia y resto",0,0,0,0,NA
2022-05-01,"Chaco","Paraguay","Solo provincia",0,0,0,0,NA
2022-05-01,"Chaco","Paraguay","Solo resto",2632,0,16718,52,NA
2022-05-01,"Chaco","Resto América","Provincia y resto",0,0,0,0,NA
2022-05-01,"Chaco","Resto América","Solo provincia",0,0,0,0,NA
2022-05-01,"Chaco","Resto América","Solo resto",19446,0,394043,328,NA
2022-05-01,"Chaco","Resto del Mundo","Provincia y resto",0,0,0,0,NA
2022-05-01,"Chaco","Resto del Mundo","Solo provincia",0,0,0,0,NA
2022-05-01,"Chaco","Resto del Mundo","Solo resto",2908,0,103986,23,NA
2022-05-01,"Chaco","Uruguay","Provincia y resto",0,0,0,0,NA
2022-05-01,"Chaco","Uruguay","Solo provincia",0,0,0,0,NA
2022-05-01,"Chaco","Uruguay","Solo resto",1858,0,10355,44,NA
2022-05-01,"Chubut","Bolivia","Provincia y resto",0,0,0,0,NA
2022-05-01,"Chubut","Bolivia","Solo provincia",0,0,0,0,NA
2022-05-01,"Chubut","Bolivia","Solo resto",3548,0,46798,128,NA
2022-05-01,"Chubut","Brasil","Provincia y resto",124,248,868,2,NA
2022-05-01,"Chubut","Brasil","Solo provincia",0,0,0,0,NA
2022-05-01,"Chubut","Brasil","Solo resto",30281,0,301703,490,NA
2022-05-01,"Chubut","Chile","Provincia y resto",136,2924,3944,2,NA
2022-05-01,"Chubut","Chile","Solo provincia",0,0,0,0,NA
2022-05-01,"Chubut","Chile","Solo resto",16581,0,122499,243,NA
2022-05-01,"Chubut","EE.UU y Canadá","Provincia y resto",77,308,1386,1,NA
2022-05-01,"Chubut","EE.UU y Canadá","Solo provincia",0,0,0,0,NA
2022-05-01,"Chubut","EE.UU y Canadá","Solo resto",15939,0,262934,190,NA
2022-05-01,"Chubut","Europa","Provincia y resto",312,3231,20916,6,NA
2022-05-01,"Chubut","Europa","Solo provincia",0,0,0,0,NA
2022-05-01,"Chubut","Europa","Solo resto",19693,0,632419,374,NA
2022-05-01,"Chubut","Paraguay","Provincia y resto",0,0,0,0,NA
2022-05-01,"Chubut","Paraguay","Solo provincia",0,0,0,0,NA
2022-05-01,"Chubut","Paraguay","Solo resto",2632,0,16718,52,NA
2022-05-01,"Chubut","Resto América","Provincia y resto",0,0,0,0,NA
2022-05-01,"Chubut","Resto América","Solo provincia",0,0,0,0,NA
2022-05-01,"Chubut","Resto América","Solo resto",19446,0,394043,328,NA
2022-05-01,"Chubut","Resto del Mundo","Provincia y resto",236,1180,4956,2,NA
2022-05-01,"Chubut","Resto del Mundo","Solo provincia",0,0,0,0,NA
2022-05-01,"Chubut","Resto del Mundo","Solo resto",2672,0,99030,21,NA
2022-05-01,"Chubut","Uruguay","Provincia y resto",0,0,0,0,NA
2022-05-01,"Chubut","Uruguay","Solo provincia",0,0,0,0,NA
2022-05-01,"Chubut","Uruguay","Solo resto",1858,0,10355,44,NA
2022-05-01,"Cordoba","Bolivia","Provincia y resto",30,150,420,1,NA
2022-05-01,"Cordoba","Bolivia","Solo provincia",138,1008,1008,5,NA
2022-05-01,"Cordoba","Bolivia","Solo resto",3380,0,45370,122,NA
2022-05-01,"Cordoba","Brasil","Provincia y resto",495,2235,4036,8,NA
2022-05-01,"Cordoba","Brasil","Solo provincia",188,1382,1382,3,NA
2022-05-01,"Cordoba","Brasil","Solo resto",29722,0,297153,481,NA
2022-05-01,"Cordoba","Chile","Provincia y resto",68,476,2516,1,NA
2022-05-01,"Cordoba","Chile","Solo provincia",408,5236,5236,6,NA
2022-05-01,"Cordoba","Chile","Solo resto",16241,0,118691,238,NA
2022-05-01,"Cordoba","EE.UU y Canadá","Provincia y resto",1168,6662,17419,14,NA
2022-05-01,"Cordoba","EE.UU y Canadá","Solo provincia",232,15484,15484,3,NA
2022-05-01,"Cordoba","EE.UU y Canadá","Solo resto",14616,0,231417,174,NA
2022-05-01,"Cordoba","Europa","Provincia y resto",1401,31590,75984,27,NA
2022-05-01,"Cordoba","Europa","Solo provincia",902,58608,58608,17,NA
2022-05-01,"Cordoba","Europa","Solo resto",17702,0,518743,336,NA
2022-05-01,"Cordoba","Paraguay","Provincia y resto",0,0,0,0,NA
2022-05-01,"Cordoba","Paraguay","Solo provincia",0,0,0,0,NA
2022-05-01,"Cordoba","Paraguay","Solo resto",2632,0,16718,52,NA
2022-05-01,"Cordoba","Resto América","Provincia y resto",631,7323,14855,12,NA
2022-05-01,"Cordoba","Resto América","Solo provincia",174,7960,7960,3,NA
2022-05-01,"Cordoba","Resto América","Solo resto",18641,0,371228,313,NA
2022-05-01,"Cordoba","Resto del Mundo","Provincia y resto",375,5140,11667,3,NA
2022-05-01,"Cordoba","Resto del Mundo","Solo provincia",0,0,0,0,NA
2022-05-01,"Cordoba","Resto del Mundo","Solo resto",2533,0,92319,20,NA
2022-05-01,"Cordoba","Uruguay","Provincia y resto",0,0,0,0,NA
2022-05-01,"Cordoba","Uruguay","Solo provincia",47,658,658,1,NA
2022-05-01,"Cordoba","Uruguay","Solo resto",1811,0,9697,43,NA
2022-05-01,"Corrientes","Bolivia","Provincia y resto",0,0,0,0,NA
2022-05-01,"Corrientes","Bolivia","Solo provincia",30,210,210,1,NA
2022-05-01,"Corrientes","Bolivia","Solo resto",3518,0,46588,127,NA
2022-05-01,"Corrientes","Brasil","Provincia y resto",0,0,0,0,NA
2022-05-01,"Corrientes","Brasil","Solo provincia",0,0,0,0,NA
2022-05-01,"Corrientes","Brasil","Solo resto",30405,0,302571,492,NA
2022-05-01,"Corrientes","Chile","Provincia y resto",0,0,0,0,NA
2022-05-01,"Corrientes","Chile","Solo provincia",0,0,0,0,NA
2022-05-01,"Corrientes","Chile","Solo resto",16717,0,126443,245,NA
2022-05-01,"Corrientes","EE.UU y Canadá","Provincia y resto",176,352,2464,2,NA
2022-05-01,"Corrientes","EE.UU y Canadá","Solo provincia",0,0,0,0,NA
2022-05-01,"Corrientes","EE.UU y Canadá","Solo resto",15840,0,261856,189,NA
2022-05-01,"Corrientes","Europa","Provincia y resto",210,2736,3507,4,NA
2022-05-01,"Corrientes","Europa","Solo provincia",0,0,0,0,NA
2022-05-01,"Corrientes","Europa","Solo resto",19795,0,649828,376,NA
2022-05-01,"Corrientes","Paraguay","Provincia y resto",55,55,440,1,NA
2022-05-01,"Corrientes","Paraguay","Solo provincia",0,0,0,0,NA
2022-05-01,"Corrientes","Paraguay","Solo resto",2577,0,16278,51,NA
2022-05-01,"Corrientes","Resto América","Provincia y resto",0,0,0,0,NA
2022-05-01,"Corrientes","Resto América","Solo provincia",0,0,0,0,NA
2022-05-01,"Corrientes","Resto América","Solo resto",19446,0,394043,328,NA
2022-05-01,"Corrientes","Resto del Mundo","Provincia y resto",0,0,0,0,NA
2022-05-01,"Corrientes","Resto del Mundo","Solo provincia",0,0,0,0,NA
2022-05-01,"Corrientes","Resto del Mundo","Solo resto",2908,0,103986,23,NA
2022-05-01,"Corrientes","Uruguay","Provincia y resto",0,0,0,0,NA
2022-05-01,"Corrientes","Uruguay","Solo provincia",0,0,0,0,NA
2022-05-01,"Corrientes","Uruguay","Solo resto",1858,0,10355,44,NA
2022-05-01,"Entre Rios","Bolivia","Provincia y resto",84,246,900,3,NA
2022-05-01,"Entre Rios","Bolivia","Solo provincia",0,0,0,0,NA
2022-05-01,"Entre Rios","Bolivia","Solo resto",3464,0,45898,125,NA
2022-05-01,"Entre Rios","Brasil","Provincia y resto",183,366,1098,3,NA
2022-05-01,"Entre Rios","Brasil","Solo provincia",125,2577,2577,2,NA
2022-05-01,"Entre Rios","Brasil","Solo resto",30097,0,298896,487,NA
2022-05-01,"Entre Rios","Chile","Provincia y resto",0,0,0,0,NA
2022-05-01,"Entre Rios","Chile","Solo provincia",0,0,0,0,NA
2022-05-01,"Entre Rios","Chile","Solo resto",16717,0,126443,245,NA
2022-05-01,"Entre Rios","EE.UU y Canadá","Provincia y resto",77,2002,2310,1,NA
2022-05-01,"Entre Rios","EE.UU y Canadá","Solo provincia",77,1155,1155,1,NA
2022-05-01,"Entre Rios","EE.UU y Canadá","Solo resto",15862,0,260855,189,NA
2022-05-01,"Entre Rios","Europa","Provincia y resto",153,2448,7650,3,NA
2022-05-01,"Entre Rios","Europa","Solo provincia",102,1275,1275,2,NA
2022-05-01,"Entre Rios","Europa","Solo resto",19750,0,644410,375,NA
2022-05-01,"Entre Rios","Paraguay","Provincia y resto",0,0,0,0,NA
2022-05-01,"Entre Rios","Paraguay","Solo provincia",0,0,0,0,NA
2022-05-01,"Entre Rios","Paraguay","Solo resto",2632,0,16718,52,NA
2022-05-01,"Entre Rios","Resto América","Provincia y resto",348,2454,14910,6,NA
2022-05-01,"Entre Rios","Resto América","Solo provincia",0,0,0,0,NA
2022-05-01,"Entre Rios","Resto América","Solo resto",19098,0,379133,322,NA
2022-05-01,"Entre Rios","Resto del Mundo","Provincia y resto",138,690,20700,1,NA
2022-05-01,"Entre Rios","Resto del Mundo","Solo provincia",0,0,0,0,NA
2022-05-01,"Entre Rios","Resto del Mundo","Solo resto",2770,0,83286,22,NA
2022-05-01,"Entre Rios","Uruguay","Provincia y resto",0,0,0,0,NA
2022-05-01,"Entre Rios","Uruguay","Solo provincia",0,0,0,0,NA
2022-05-01,"Entre Rios","Uruguay","Solo resto",1858,0,10355,44,NA
2022-05-01,"Formosa","Bolivia","Provincia y resto",0,0,0,0,NA
2022-05-01,"Formosa","Bolivia","Solo provincia",0,0,0,0,NA
2022-05-01,"Formosa","Bolivia","Solo resto",3548,0,46798,128,NA
2022-05-01,"Formosa","Brasil","Provincia y resto",0,0,0,0,NA
2022-05-01,"Formosa","Brasil","Solo provincia",0,0,0,0,NA
2022-05-01,"Formosa","Brasil","Solo resto",30405,0,302571,492,NA
2022-05-01,"Formosa","Chile","Provincia y resto",0,0,0,0,NA
2022-05-01,"Formosa","Chile","Solo provincia",0,0,0,0,NA
2022-05-01,"Formosa","Chile","Solo resto",16717,0,126443,245,NA
2022-05-01,"Formosa","EE.UU y Canadá","Provincia y resto",0,0,0,0,NA
2022-05-01,"Formosa","EE.UU y Canadá","Solo provincia",0,0,0,0,NA
2022-05-01,"Formosa","EE.UU y Canadá","Solo resto",16016,0,264320,191,NA
2022-05-01,"Formosa","Europa","Provincia y resto",0,0,0,0,NA
2022-05-01,"Formosa","Europa","Solo provincia",0,0,0,0,NA
2022-05-01,"Formosa","Europa","Solo resto",20005,0,653335,380,NA
2022-05-01,"Formosa","Paraguay","Provincia y resto",0,0,0,0,NA
2022-05-01,"Formosa","Paraguay","Solo provincia",0,0,0,0,NA
2022-05-01,"Formosa","Paraguay","Solo resto",2632,0,16718,52,NA
2022-05-01,"Formosa","Resto América","Provincia y resto",0,0,0,0,NA
2022-05-01,"Formosa","Resto América","Solo provincia",0,0,0,0,NA
2022-05-01,"Formosa","Resto América","Solo resto",19446,0,394043,328,NA
2022-05-01,"Formosa","Resto del Mundo","Provincia y resto",0,0,0,0,NA
2022-05-01,"Formosa","Resto del Mundo","Solo provincia",0,0,0,0,NA
2022-05-01,"Formosa","Resto del Mundo","Solo resto",2908,0,103986,23,NA
2022-05-01,"Formosa","Uruguay","Provincia y resto",0,0,0,0,NA
2022-05-01,"Formosa","Uruguay","Solo provincia",0,0,0,0,NA
2022-05-01,"Formosa","Uruguay","Solo resto",1858,0,10355,44,NA
2022-05-01,"Jujuy","Bolivia","Provincia y resto",0,0,0,0,NA
2022-05-01,"Jujuy","Bolivia","Solo provincia",0,0,0,0,NA
2022-05-01,"Jujuy","Bolivia","Solo resto",3548,0,46798,128,NA
2022-05-01,"Jujuy","Brasil","Provincia y resto",122,244,3660,2,NA
2022-05-01,"Jujuy","Brasil","Solo provincia",0,0,0,0,NA
2022-05-01,"Jujuy","Brasil","Solo resto",30283,0,298911,490,NA
2022-05-01,"Jujuy","Chile","Provincia y resto",0,0,0,0,NA
2022-05-01,"Jujuy","Chile","Solo provincia",0,0,0,0,NA
2022-05-01,"Jujuy","Chile","Solo resto",16717,0,126443,245,NA
2022-05-01,"Jujuy","EE.UU y Canadá","Provincia y resto",255,2550,9128,3,NA
2022-05-01,"Jujuy","EE.UU y Canadá","Solo provincia",0,0,0,0,NA
2022-05-01,"Jujuy","EE.UU y Canadá","Solo resto",15761,0,255192,188,NA
2022-05-01,"Jujuy","Europa","Provincia y resto",465,3084,25560,9,NA
2022-05-01,"Jujuy","Europa","Solo provincia",0,0,0,0,NA
2022-05-01,"Jujuy","Europa","Solo resto",19540,0,627775,371,NA
2022-05-01,"Jujuy","Paraguay","Provincia y resto",0,0,0,0,NA
2022-05-01,"Jujuy","Paraguay","Solo provincia",0,0,0,0,NA
2022-05-01,"Jujuy","Paraguay","Solo resto",2632,0,16718,52,NA
2022-05-01,"Jujuy","Resto América","Provincia y resto",220,550,1760,4,NA
2022-05-01,"Jujuy","Resto América","Solo provincia",0,0,0,0,NA
2022-05-01,"Jujuy","Resto América","Solo resto",19226,0,392283,324,NA
2022-05-01,"Jujuy","Resto del Mundo","Provincia y resto",300,1500,9000,3,NA
2022-05-01,"Jujuy","Resto del Mundo","Solo provincia",0,0,0,0,NA
2022-05-01,"Jujuy","Resto del Mundo","Solo resto",2608,0,94986,20,NA
2022-05-01,"Jujuy","Uruguay","Provincia y resto",0,0,0,0,NA
2022-05-01,"Jujuy","Uruguay","Solo provincia",0,0,0,0,NA
2022-05-01,"Jujuy","Uruguay","Solo resto",1858,0,10355,44,NA
2022-05-01,"La Pampa","Bolivia","Provincia y resto",0,0,0,0,NA
2022-05-01,"La Pampa","Bolivia","Solo provincia",0,0,0,0,NA
2022-05-01,"La Pampa","Bolivia","Solo resto",3548,0,46798,128,NA
2022-05-01,"La Pampa","Brasil","Provincia y resto",63,2394,2835,1,NA
2022-05-01,"La Pampa","Brasil","Solo provincia",0,0,0,0,NA
2022-05-01,"La Pampa","Brasil","Solo resto",30342,0,299736,491,NA
2022-05-01,"La Pampa","Chile","Provincia y resto",0,0,0,0,NA
2022-05-01,"La Pampa","Chile","Solo provincia",0,0,0,0,NA
2022-05-01,"La Pampa","Chile","Solo resto",16717,0,126443,245,NA
2022-05-01,"La Pampa","EE.UU y Canadá","Provincia y resto",78,2106,2340,1,NA
2022-05-01,"La Pampa","EE.UU y Canadá","Solo provincia",0,0,0,0,NA
2022-05-01,"La Pampa","EE.UU y Canadá","Solo resto",15938,0,261980,190,NA
2022-05-01,"La Pampa","Europa","Provincia y resto",159,5979,7524,3,NA
2022-05-01,"La Pampa","Europa","Solo provincia",51,9180,9180,1,NA
2022-05-01,"La Pampa","Europa","Solo resto",19795,0,636631,376,NA
2022-05-01,"La Pampa","Paraguay","Provincia y resto",0,0,0,0,NA
2022-05-01,"La Pampa","Paraguay","Solo provincia",0,0,0,0,NA
2022-05-01,"La Pampa","Paraguay","Solo resto",2632,0,16718,52,NA
2022-05-01,"La Pampa","Resto América","Provincia y resto",0,0,0,0,NA
2022-05-01,"La Pampa","Resto América","Solo provincia",0,0,0,0,NA
2022-05-01,"La Pampa","Resto América","Solo resto",19446,0,394043,328,NA
2022-05-01,"La Pampa","Resto del Mundo","Provincia y resto",0,0,0,0,NA
2022-05-01,"La Pampa","Resto del Mundo","Solo provincia",139,3892,3892,1,NA
2022-05-01,"La Pampa","Resto del Mundo","Solo resto",2769,0,100094,22,NA
2022-05-01,"La Pampa","Uruguay","Provincia y resto",0,0,0,0,NA
2022-05-01,"La Pampa","Uruguay","Solo provincia",0,0,0,0,NA
2022-05-01,"La Pampa","Uruguay","Solo resto",1858,0,10355,44,NA
2022-05-01,"La Rioja","Bolivia","Provincia y resto",0,0,0,0,NA
2022-05-01,"La Rioja","Bolivia","Solo provincia",0,0,0,0,NA
2022-05-01,"La Rioja","Bolivia","Solo resto",3548,0,46798,128,NA
2022-05-01,"La Rioja","Brasil","Provincia y resto",0,0,0,0,NA
2022-05-01,"La Rioja","Brasil","Solo provincia",0,0,0,0,NA
2022-05-01,"La Rioja","Brasil","Solo resto",30405,0,302571,492,NA
2022-05-01,"La Rioja","Chile","Provincia y resto",0,0,0,0,NA
2022-05-01,"La Rioja","Chile","Solo provincia",0,0,0,0,NA
2022-05-01,"La Rioja","Chile","Solo resto",16717,0,126443,245,NA
2022-05-01,"La Rioja","EE.UU y Canadá","Provincia y resto",78,858,1638,1,NA
